Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
33,2568476,36,5224366,3291672,41,75
136,2577688,144,4471281,2538587,149,0
236,2585904,249,3021335,1088641,256,88
337,2552956,346,2541059,608365,354,0
438,2529932,448,2379973,447279,453,48
538,2529920,547,1456177,0,556,25
640,2532136,648,1225458,0,659,26
740,2540748,751,2400270,467576,757,61
840,2548048,846,2464323,531629,851,63
941,2548260,949,3809280,1876586,954,83
1040,2554360,1043,4318203,2385509,1047,59
1140,2560960,1144,4371071,2438377,1148,54
1241,2563560,1244,5017554,3084860,1246,51
1343,2562384,1346,1871579,0,1350,24
1446,2561992,1449,1423498,0,1452,26
1495,2563340,1499,2007346,74652,1502,50
1595,2566268,1599,3274862,1342168,1604,40
1695,2571208,1698,1889878,0,1701,21
1796,2575596,1799,2206729,274035,1803,45
1897,2575372,1900,2654786,722092,1903,56
1998,2571360,2000,2461142,528448,2003,26
2098,2571132,2101,2343304,410610,2104,35
2199,2572124,2201,1845811,0,2204,32
2299,2572208,2302,1894365,0,2305,25
2400,2572972,2410,1410450,0,2421,30
2502,2574780,2509,1526882,0,2513,21
2602,2573660,2605,2299783,367089,2608,35
2702,2573404,2705,1618381,0,2707,28
2803,2573564,2806,2152649,219955,2809,28
2904,2573808,2907,1186963,0,2910,21
3006,2573776,3009,1232831,0,3012,28
3107,2574272,3110,1413774,0,3114,26
3205,2576116,3208,2057101,124407,3211,36
3306,2576212,3309,1600778,0,3312,26
3407,2576460,3409,1515999,0,3412,22
3509,2578188,3518,2083505,150811,3523,30
3609,2577388,3619,2303134,370440,3623,32
3708,2577316,3711,1701152,0,3714,29
3808,2577416,3812,1386693,0,3814,27
3909,2578172,3911,3115705,1183011,3914,46
4009,2578916,4013,3156462,1223768,4015,49
4110,2585988,4113,3707885,1775191,4116,59
4212,2598764,4215,4171806,2239112,4221,81
4312,2604148,4322,5391688,3458994,4325,92
